2146,,,,,
All IDs for Ezh2,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
338645,ENSG00000187398,338645,OTTHUMG00000166109,LUZP2,leucine zipper protein 2
338707,ENSG00000182272,338707,OTTHUMG00000119075,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyl transferase 4"
338761,ENSG00000186897,338761,OTTHUMG00000169515,C1QL4,"complement component 1, q subcomponent-like 4"
338917,ENSG00000119614,338917,OTTHUMG00000171206,VSX2,visual system homeobox 2
339390,ENSG00000182566,339390,OTTHUMG00000182519,CLEC4G,"C-type lectin domain family 4, member G"
339398,ENSG00000213171,339398,OTTHUMG00000013059,LINGO4,leucine rich repeat and Ig domain containing 4
339403,ENSG00000173080,339403,OTTHUMG00000017463,RXFP4,relaxin/insulin-like family peptide receptor 4
339451,ENSG00000187961,339451,OTTHUMG00000040721,KLHL17,kelch-like 17 (Drosophila)
339479,ENSG00000162670,339479,OTTHUMG00000035533,FAM5C,"family with sequence similarity 5, member C"
339488,ENSG00000116819,339488,OTTHUMG00000004388,TFAP2E,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)
339761,ENSG00000186684,339761,OTTHUMG00000153400,CYP27C1,"cytochrome P450, family 27, subfamily C, polypeptide 1"
339778,ENSG00000173557,339778,OTTHUMG00000151994,C2orf70,chromosome 2 open reading frame 70
339855,ENSG00000174611,339855,OTTHUMG00000159788,KY,kyphoscoliosis peptidase
339896,ENSG00000144644,339896,OTTHUMG00000130621,GADL1,glutamate decarboxylase-like 1
339906,ENSG00000178055,339906,OTTHUMG00000156496,PRSS42,"protease, serine, 42"
339965,ENSG00000163749,339965,OTTHUMG00000160916,CCDC158,coiled-coil domain containing 158
339983,ENSG00000185818,339983,OTTHUMG00000121151,NAT8L,"N-acetyltransferase 8-like (GCN5-related, putative)"
340120,ENSG00000189127,340120,OTTHUMG00000162541,ANKRD34B,ankyrin repeat domain 34B
340146,ENSG00000182747,340146,OTTHUMG00000015651,SLC35D3,"solute carrier family 35, member D3"
340204,ENSG00000204140,340204,OTTHUMG00000014582,CLPSL1,colipase-like 1
340260,ENSG00000164853,340260,OTTHUMG00000152022,UNCX,UNC homeobox
340348,ENSG00000158457,340348,OTTHUMG00000158420,TSPAN33,tetraspanin 33
340419,ENSG00000147655,340419,OTTHUMG00000164893,RSPO2,R-spondin 2
340526,ENSG00000242732,340526,OTTHUMG00000021808,RGAG4,retrotransposon gag domain containing 4
340527,ENSG00000204131,340527,OTTHUMG00000021807,NHSL2,NHS-like 2
340543,ENSG00000204065,340543,OTTHUMG00000022092,TCEAL5,transcription elongation factor A (SII)-like 5
340665,ENSG00000187553,340665,OTTHUMG00000018766,CYP26C1,"cytochrome P450, family 26, subfamily C, polypeptide 1"
340706,ENSG00000165816,340706,OTTHUMG00000019082,VWA2,von Willebrand factor A domain containing 2
340784,ENSG00000188620,340784,OTTHUMG00000019199,HMX3,H6 family homeobox 3
341359,ENSG00000110975,341359,OTTHUMG00000169269,SYT10,synaptotagmin X
341640,ENSG00000150893,341640,OTTHUMG00000016759,FREM2,FRAS1 related extracellular matrix protein 2
341676,ENSG00000197168,341676,OTTHUMG00000016957,NEK5,NIMA (never in mitosis gene a)-related kinase 5
342035,ENSG00000186417,342035,OTTHUMG00000131746,GLDN,gliomedin
342527,ENSG00000188176,342527,OTTHUMG00000132938,SMTNL2,smoothelin-like 2
342667,ENSG00000141750,342667,OTTHUMG00000179039,STAC2,SH3 and cysteine rich domain 2
342865,ENSG00000187135,342865,OTTHUMG00000182002,VSTM2B,V-set and transmembrane domain containing 2B
342897,ENSG00000188505,342897,OTTHUMG00000182802,NCCRP1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
342898,ENSG00000179751,342898,OTTHUMG00000182803,SYCN,syncollin
342977,ENSG00000187556,342977,OTTHUMG00000181850,NANOS3,nanos homolog 3 (Drosophila)
343472,ENSG00000143032,343472,OTTHUMG00000010020,BARHL2,BarH-like homeobox 2
343578,ENSG00000124143,343578,OTTHUMG00000032453,ARHGAP40,Rho GTPase activating protein 40
343637,ENSG00000101282,343637,OTTHUMG00000031651,RSPO4,R-spondin 4
343641,ENSG00000166948,343641,OTTHUMG00000031692,TGM6,transglutaminase 6
343702,ENSG00000101321,343702,OTTHUMG00000032198,XKR7,"XK, Kell blood group complex subunit-related family, member 7"
343990,ENSG00000196872,343990,OTTHUMG00000153171,KIAA1211L,KIAA1211-like
344018,ENSG00000183733,344018,OTTHUMG00000153440,FIGLA,folliculogenesis specific basic helix-loop-helix
344022,ENSG00000214513,344022,OTTHUMG00000164128,NOTO,notochord homeobox
344191,ENSG00000174279,344191,OTTHUMG00000154173,EVX2,even-skipped homeobox 2
344558,ENSG00000172985,344558,OTTHUMG00000153439,SH3RF3,SH3 domain containing ring finger 3
344758,ENSG00000174948,344758,OTTHUMG00000159131,GPR149,G protein-coupled receptor 149
344787,ENSG00000197385,344787,OTTHUMG00000155838,ZNF860,zinc finger protein 860
344838,ENSG00000188582,344838,OTTHUMG00000159313,PAQR9,progestin and adipoQ receptor family member IX
345079,ENSG00000186212,345079,OTTHUMG00000160876,SOWAHB,sosondowah ankyrin repeat domain family member B
345193,ENSG00000183423,345193,OTTHUMG00000132043,LRIT3,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 3"
345456,ENSG00000196570,345456,OTTHUMG00000163408,PFN3,profilin 3
345557,ENSG00000182836,345557,OTTHUMG00000162076,PLCXD3,"phosphatidylinositol-specific phospholipase C, X domain containing 3"
345643,ENSG00000234602,345643,OTTHUMG00000162600,MCIN,multiciliate cell differentiation 1
345895,ENSG00000111834,345895,OTTHUMG00000015444,RSPH4A,radial spoke head 4 homolog A (Chlamydomonas)
346157,ENSG00000124613,346157,OTTHUMG00000014477,ZNF391,zinc finger protein 391
346389,ENSG00000183742,346389,OTTHUMG00000128415,MACC1,metastasis associated in colon cancer 1
346606,ENSG00000106384,346606,OTTHUMG00000023328,MOGAT3,monoacylglycerol O-acyltransferase 3
346653,ENSG00000205085,346653,OTTHUMG00000158275,FAM71F2,"family with sequence similarity 71, member F2"
346689,ENSG00000188883,346689,OTTHUMG00000157705,KLRG2,"killer cell lectin-like receptor subfamily G, member 2"
347088,ENSG00000180264,347088,OTTHUMG00000020652,GPR144,G protein-coupled receptor 144
347148,ENSG00000188710,347148,OTTHUMG00000131663,QRFP,pyroglutamylated RFamide peptide
347168,ENSG00000136834,347168,OTTHUMG00000020603,OR1J1,"olfactory receptor, family 1, subfamily J, member 1"
347252,ENSG00000137142,347252,OTTHUMG00000019937,IGFBPL1,insulin-like growth factor binding protein-like 1
347454,ENSG00000187808,347454,OTTHUMG00000159606,SOWAHD,sosondowah ankyrin repeat domain family member D
347730,ENSG00000162951,347730,OTTHUMG00000130021,LRRTM1,leucine rich repeat transmembrane neuronal 1
347731,ENSG00000198739,347731,OTTHUMG00000018332,LRRTM3,leucine rich repeat transmembrane neuronal 3
347733,ENSG00000137285,347733,OTTHUMG00000014143,TUBB2B,"tubulin, beta 2B class IIb"
347735,ENSG00000168528,347735,OTTHUMG00000003796,SERINC2,serine incorporator 2
347741,ENSG00000182938,347741,OTTHUMG00000179216,OTOP3,otopetrin 3
347902,ENSG00000139211,347902,OTTHUMG00000169616,AMIGO2,adhesion molecule with Ig-like domain 2
348013,ENSG00000184497,348013,OTTHUMG00000017398,FAM70B,"family with sequence similarity 70, member B"
348093,ENSG00000166831,348093,OTTHUMG00000172423,RBPMS2,RNA binding protein with multiple splicing 2
348235,ENSG00000182628,348235,OTTHUMG00000179361,SKA2,spindle and kinetochore associated complex subunit 2
348303,ENSG00000186838,348303,OTTHUMG00000166446,SELV,selenoprotein V
348378,ENSG00000182183,348378,OTTHUMG00000008330,FAM159A,"family with sequence similarity 159, member A"
348487,ENSG00000185519,348487,OTTHUMG00000009525,FAM131C,"family with sequence similarity 131, member C"
348938,ENSG00000172548,348938,OTTHUMG00000163497,NIPAL4,NIPA-like domain containing 4
348980,ENSG00000164588,348980,OTTHUMG00000131155,HCN1,hyperpolarization activated cyclic nucleotide-gated potassium channel 1
349136,ENSG00000187260,349136,OTTHUMG00000150764,WDR86,WD repeat domain 86
349149,ENSG00000176402,349149,OTTHUMG00000156649,GJC3,"gap junction protein, gamma 3, 30.2kDa"
349667,ENSG00000186907,349667,OTTHUMG00000167028,RTN4RL2,reticulon 4 receptor-like 2
352909,ENSG00000167646,352909,OTTHUMG00000128547,DNAAF3,"dynein, axonemal, assembly factor 3"
352999,ENSG00000184530,352999,OTTHUMG00000015530,C6orf58,chromosome 6 open reading frame 58
353091,ENSG00000203722,353091,OTTHUMG00000015802,RAET1G,retinoic acid early transcript 1G
353174,ENSG00000186919,353174,OTTHUMG00000157186,ZACN,zinc activated ligand-gated ion channel
353219,ENSG00000146049,353219,OTTHUMG00000014354,KAAG1,kidney associated antigen 1
353497,ENSG00000130997,353497,OTTHUMG00000090081,POLN,polymerase (DNA directed) nu
353500,ENSG00000183682,353500,OTTHUMG00000008394,BMP8A,bone morphogenetic protein 8a
373856,ENSG00000161133,373856,OTTHUMG00000151317,USP41,ubiquitin specific peptidase 41
374378,ENSG00000110328,374378,OTTHUMG00000165707,GALNTL4,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
374383,ENSG00000188211,374383,OTTHUMG00000165913,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1
374403,ENSG00000175463,374403,OTTHUMG00000167139,TBC1D10C,"TBC1 domain family, member 10C"
374470,ENSG00000179088,374470,OTTHUMG00000169988,C12orf42,chromosome 12 open reading frame 42
374864,ENSG00000166960,374864,OTTHUMG00000132279,CCDC178,chromosome 18 open reading frame 34
374868,ENSG00000166377,374868,OTTHUMG00000132898,ATP9B,"ATPase, class II, type 9B"
375033,ENSG00000187800,375033,OTTHUMG00000041293,PEAR1,platelet endothelial aggregation receptor 1
375057,ENSG00000203685,375057,OTTHUMG00000037583,C1orf95,chromosome 1 open reading frame 95
375287,ENSG00000184898,375287,OTTHUMG00000131866,RBM43,RNA binding motif protein 43
375298,ENSG00000188452,375298,OTTHUMG00000154315,CERKL,ceramide kinase-like
375323,ENSG00000156959,375323,OTTHUMG00000155066,LHFPL4,lipoma HMGIC fusion partner-like 4
375387,ENSG00000174004,375387,OTTHUMG00000155569,LRRC33,leucine rich repeat containing 33
375449,ENSG00000069020,375449,OTTHUMG00000152471,MAST4,microtubule associated serine/threonine kinase family member 4
375567,ENSG00000188730,375567,OTTHUMG00000129265,VWC2,von Willebrand factor C domain containing 2
375607,ENSG00000167011,375607,OTTHUMG00000157110,NAT16,"N-acetyltransferase 16 (GCN5-related, putative)"
375611,ENSG00000170615,375611,OTTHUMG00000149911,SLC26A5,"solute carrier family 26, member 5 (prestin)"
375612,ENSG00000187416,375612,OTTHUMG00000157273,LHFPL3,lipoma HMGIC fusion partner-like 3
375704,ENSG00000168913,375704,OTTHUMG00000159589,ENHO,energy homeostasis associated
375759,ENSG00000179058,375759,OTTHUMG00000020786,C9orf50,chromosome 9 open reading frame 50
375791,ENSG00000197191,375791,OTTHUMG00000153383,C9orf169,chromosome 9 open reading frame 169
386617,ENSG00000183783,386617,OTTHUMG00000099409,KCTD8,potassium channel tetramerisation domain containing 8
386678,ENSG00000243489,386678,OTTHUMG00000057626,KRTAP10-11,keratin associated protein 10-11
386746,ENSG00000182170,386746,OTTHUMG00000011709,MRGPRG,"MAS-related GPR, member G"
387104,ENSG00000255330; ENSG00000214338; ENSG00000255330; ENSG00000214338,387104; 387104; 387104; 387104,OTTHUMG00000015528; OTTHUMG00000166438; OTTHUMG00000015528; OTTHUMG00000166438,SOGA3; SOGA3; SOGA3; SOGA3,SOGA family member 3
387104,ENSG00000255330; ENSG00000214338; ENSG00000255330; ENSG00000214338,387104; 387104; 387104; 387104,OTTHUMG00000015528; OTTHUMG00000166438; OTTHUMG00000015528; OTTHUMG00000166438,SOGA3; SOGA3; SOGA3; SOGA3,SOGA family member 3
387104,ENSG00000255330; ENSG00000214338; ENSG00000255330; ENSG00000214338,387104; 387104; 387104; 387104,OTTHUMG00000015528; OTTHUMG00000166438; OTTHUMG00000015528; OTTHUMG00000166438,SOGA3; SOGA3; SOGA3; SOGA3,SOGA family member 3
387104,ENSG00000255330; ENSG00000214338; ENSG00000255330; ENSG00000214338,387104; 387104; 387104; 387104,OTTHUMG00000015528; OTTHUMG00000166438; OTTHUMG00000015528; OTTHUMG00000166438,SOGA3; SOGA3; SOGA3; SOGA3,SOGA family member 3
387496,ENSG00000122035,387496,OTTHUMG00000016627,RASL11A,"RAS-like, family 11, member A"
387597,ENSG00000143195,387597,OTTHUMG00000034320,ILDR2,immunoglobulin-like domain containing receptor 2
387640,ENSG00000180592,387640,OTTHUMG00000017797,SKIDA1,SKI/DACH domain containing 1
387712,ENSG00000188316,387712,OTTHUMG00000019113,ENO4,enolase family member 4
387733,ENSG00000206013,387733,OTTHUMG00000165355,IFITM5,interferon induced transmembrane protein 5
387856,ENSG00000177875,387856,OTTHUMG00000169902,C12orf68,chromosome 12 open reading frame 68
387885,ENSG00000186710,387885,OTTHUMG00000169655,CCDC42B,coiled-coil domain containing 42B
387890,ENSG00000224982,387890,OTTHUMG00000168944,TMEM233,transmembrane protein 233
387911,ENSG00000205863,387911,OTTHUMG00000016570,C1QTNF9B,C1q and tumor necrosis factor related protein 9B
387914,ENSG00000180730,387914,OTTHUMG00000016612,SHISA2,shisa homolog 2 (Xenopus laevis)
388021,ENSG00000258986,388021,OTTHUMG00000170829,TMEM179,transmembrane protein 179
388125,ENSG00000205502,388125,OTTHUMG00000171959,C2CD4B,C2 calcium-dependent domain containing 4B
388135,ENSG00000205363,388135,OTTHUMG00000172556,C15orf59,chromosome 15 open reading frame 59
388199,ENSG00000167945,388199,OTTHUMG00000178117,PRR25,proline rich 25
388228,ENSG00000188322,388228,OTTHUMG00000166066,SBK1,SH3-binding domain kinase 1
388323,ENSG00000182327,388323,OTTHUMG00000177929,GLTPD2,glycolipid transfer protein domain containing 2
388327,ENSG00000212734,388327,OTTHUMG00000132435,C17orf100,chromosome 17 open reading frame 100
388336,ENSG00000188803,388336,OTTHUMG00000154121,SHISA6,shisa homolog 6 (Xenopus laevis)
388341,ENSG00000181350,388341,OTTHUMG00000058988,FAM211A,"family with sequence similarity 211, member A"
388394,ENSG00000179673,388394,OTTHUMG00000178187,RPRML,reprimo-like
388403,ENSG00000175155,388403,OTTHUMG00000179378,YPEL2,yippee-like 2 (Drosophila)
388407,ENSG00000187013,388407,OTTHUMG00000180077,C17orf82,chromosome 17 open reading frame 82
388419,ENSG00000204347,388419,OTTHUMG00000178580,BTBD17,BTB (POZ) domain containing 17
388531,ENSG00000186326,388531,OTTHUMG00000180227,RGS9BP,regulator of G protein signaling 9 binding protein
388581,ENSG00000184163,388581,OTTHUMG00000001412,FAM132A,"family with sequence similarity 132, member A"
388585,ENSG00000197921,388585,OTTHUMG00000000793,HES5,hairy and enhancer of split 5 (Drosophila)
388588,ENSG00000235169,388588,OTTHUMG00000003505,SMIM1,small integral membrane protein 1
388630,ENSG00000204018,388630,OTTHUMG00000007960,TRABD2B,TraB domain containing 2B
388662,ENSG00000197106,388662,OTTHUMG00000011761,SLC6A17,"solute carrier family 6, member 17"
388722,ENSG00000203724,388722,OTTHUMG00000035659,C1orf53,chromosome 1 open reading frame 53
388759,ENSG00000221953,388759,OTTHUMG00000165196,C1orf229,chromosome 1 open reading frame 229
388849,ENSG00000234409,388849,OTTHUMG00000150751,AC006547.14,uncharacterized protein LOC388849
388931,ENSG00000205639,388931,OTTHUMG00000090819,MFSD2B,major facilitator superfamily domain containing 2B
389058,ENSG00000204335,389058,OTTHUMG00000154053,SP5,Sp5 transcription factor
389075,ENSG00000182698,389075,OTTHUMG00000150223,RESP18,regulated endocrine-specific protein 18 homolog (rat)
389114,ENSG00000182983,389114,OTTHUMG00000133041,ZNF662,zinc finger protein 662
389118,ENSG00000187492,389118,OTTHUMG00000158198,CDHR4,cadherin-related family member 4
389119,ENSG00000185614,389119,OTTHUMG00000158268,FAM212A,"family with sequence similarity 212, member A"
389170,ENSG00000197980; ENSG00000197980,389170; 389170,OTTHUMG00000158648; OTTHUMG00000158648,LEKR1; LEKR1,"leucine, glutamate and lysine rich 1"
389170,ENSG00000197980; ENSG00000197980,389170; 389170,OTTHUMG00000158648; OTTHUMG00000158648,LEKR1; LEKR1,"leucine, glutamate and lysine rich 1"
389203,ENSG00000250317,389203,OTTHUMG00000160330,C4orf52,chromosome 4 open reading frame 52
389206,ENSG00000188848,389206,OTTHUMG00000160531,BEND4,BEN domain containing 4
389257,ENSG00000185028,389257,OTTHUMG00000161578,LRRC14B,leucine rich repeat containing 14B
389289,ENSG00000177721,389289,OTTHUMG00000162232,ANXA2R,annexin A2 receptor
389333,ENSG00000228672,389333,N/A,PROB1,chromosome 5 open reading frame 65
389362,ENSG00000180822,389362,OTTHUMG00000014142,PSMG4,"proteasome (prosome, macropain) assembly chaperone 4"
389383,ENSG00000196748,389383,OTTHUMG00000014581,CLPSL2,colipase-like 2
389384,ENSG00000189325,389384,OTTHUMG00000014591,C6orf222,chromosome 6 open reading frame 222
389421,ENSG00000187772,389421,OTTHUMG00000015290,LIN28B,lin-28 homolog B (C. elegans)
389432,ENSG00000203727,389432,OTTHUMG00000015767,SAMD5,sterile alpha motif domain containing 5
389549,ENSG00000128610,389549,OTTHUMG00000157091,FEZF1,FEZ family zinc finger 1
389658,ENSG00000196711,389658,OTTHUMG00000164256,FAM150A,"family with sequence similarity 150, member A"
389692,ENSG00000182759,389692,OTTHUMG00000165037,MAFA,v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)
389792,ENSG00000188483,389792,OTTHUMG00000020773,IER5L,immediate early response 5-like
389799,ENSG00000188523,389799,OTTHUMG00000131684,C9orf171,chromosome 9 open reading frame 171
389813,ENSG00000232434,389813,N/A,C9orf172,chromosome 9 open reading frame 172
389816,ENSG00000184709,389816,OTTHUMG00000020980,LRRC26,leucine rich repeat containing 26
389827,ENSG00000187616,389827,OTTHUMG00000131685,TMEM8C,transmembrane protein 8C
389941,ENSG00000165985,389941,OTTHUMG00000017738,C1QL3,"complement component 1, q subcomponent-like 3"
390010,ENSG00000229544,390010,OTTHUMG00000019211,NKX1-2,NK1 homeobox 2
390205,ENSG00000204950,390205,OTTHUMG00000168178,LRRC10B,leucine rich repeat containing 10B
390259,ENSG00000188909,390259,OTTHUMG00000150247,BSX,brain-specific homeobox
390594,ENSG00000234438,390594,OTTHUMG00000172424,KBTBD13,kelch repeat and BTB (POZ) domain containing 13
390598,ENSG00000188779,390598,OTTHUMG00000170878,SKOR1,SKI family transcriptional corepressor 1
390616,ENSG00000235711,390616,OTTHUMG00000172072,ANKRD34C,ankyrin repeat domain 34C
390664,ENSG00000184471,390664,OTTHUMG00000167756,C1QTNF8,C1q and tumor necrosis factor related protein 8
390748,ENSG00000205022,390748,OTTHUMG00000170127,PABPN1L,"poly(A) binding protein, nuclear 1-like (cytoplasmic)"
390790,ENSG00000141748,390790,OTTHUMG00000179048,ARL5C,ADP-ribosylation factor-like 5C
390874,ENSG00000205922,390874,OTTHUMG00000172429,ONECUT3,one cut homeobox 3
390916,ENSG00000213965,390916,OTTHUMG00000180228,NUDT19,nudix (nucleoside diphosphate linked moiety X)-type motif 19
390928,ENSG00000183760,390928,OTTHUMG00000182799,PAPL,Iron/zinc purple acid phosphatase-like protein
390992,ENSG00000173673,390992,OTTHUMG00000001271,HES3,hairy and enhancer of split 3 (Drosophila)
391723,ENSG00000187821,391723,OTTHUMG00000160484,HELT,helt bHLH transcription factor
392255,ENSG00000156466,392255,OTTHUMG00000164710,GDF6,growth differentiation factor 6
